dataId,AdministradorFundo,AtivoDisponivel,Carencia,CarteiraCNPJ,CNPJAdministrador,DataDeVencimento,DescontoIR,DescricaoCarencia,DescricaoClasse,DescricaoCotizacaoAplicacao,DescricaoCotizacaoResgate,DescricaoEmissor,DescricaoIndexador,DescricaoIndiceBenchmark,DescricaoLiquidacaoAplicacao,DescricaoLiquidacaoResgate,DescricaoProduto,DescricaoTaxaPerformance,DescricaoTributacaoProduto,DescricaoTributacao,DiasUteisParaResgate,DiasVencimento,FamiliaCarteira,FiltroValorMinimo,GestorFundo,ProdutoId,Inativo,LucroMesAnterior,NDiasCotizacaoAplicacao,NomeAdministrador,NomeCompleto,NomeEmissor,NomeIndexador,NomeInvestimento,NomeProduto,Nome,NrDiasUteisCotizacaoResgate,NrDiasUteisLiqFAplicacao,NrDiasUteisLiqFResgate,PatrimonioLiquidoAtual,PercentualIndexador,PrazoCarencia,PrazoDias,PrecoUnitario,QuantidadeAvaliacoes,QuantidadeConsumida,Rentabilidade12Meses,RentabilidadeAno,RentabilidadeFundoUltimos36Meses,RentabilidadeIndiceBenchmarkAno,RentabilidadeIndiceBenchmarkMes,RentabilidadeIndiceBenchmarkUlt12,RentabilidadeIndiceBenchmarkUlt36,RentabilidadeInicioFundo,RentabilidadeMes,RentabilidadeUltimos12Meses,ResgateDias,RiscoAtivo,SaldoMinimoPermanencia,SeFGCAtivo,SeIRAtivo,StatusCarteira,Status,TaxaAdministracaoFixa,TaxaAdministracaoMaxima,TaxaAdministracaoMinima,TaxaAdm,TaxaCliente,TaxaEmissao,TaxaNegociada360,TaxaPerformance,TaxaPreCliente,TaxaPreEmissao,Taxa,TipoCarteira,TipoCota,TipoIndexador,TipoRegimeCondomonioCVM,Tributacao,ValorMinimoAplicacaoAdicional,ValorMinimoAplicaInicial,ValorMinimoResgate,ValorMinimo,Vencimento
7037,,False,2020-10-26,,,2020-10-26,20,No venc.,PRIVADO,No dia,No dia,BANCO BMG S.A.,PRE,,No dia,No dia,CDB PRE 1,,,15%,,262,,5000,,a0W6A00000A1ThRUAV,False,,,,,BANCO BMG S.A.,PRÉ,CDB,CDB PRE 1,,,,,,0,361,361,1,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,6.49,6.69,0,,,Pré fixado,,,,,,5000,2020-10-26
7038,,False,2021-10-20,,,2021-10-20,17.5,No venc.,PRIVADO,No dia,No dia,BANCO BMG S.A.,PRE,,No dia,No dia,CDB PRE 1,,,15%,,621,,5000,,a0W6A00000A1ThWUAV,False,,,,,BANCO BMG S.A.,PRÉ,CDB,CDB PRE 1,,,,,,0,721,721,1,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,7.02,7.22,0,,,Pré fixado,,,,,,5000,2021-10-20
7039,,False,2022-10-14,,,2022-10-14,15,No venc.,PRIVADO,No dia,No dia,BANCO BMG S.A.,PRE,,No dia,No dia,CDB PRE 1,,,15%,,980,,5000,,a0W6A00000A1ThbUAF,False,,,,,BANCO BMG S.A.,PRÉ,CDB,CDB PRE 1,,,,,,0,1080,1080,1,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,7.77,7.97,0,,,Pré fixado,,,,,,5000,2022-10-14
7040,,False,2023-10-09,,,2023-10-09,15,No venc.,PRIVADO,No dia,No dia,BANCO BMG S.A.,PRE,,No dia,No dia,CDB PRE 1,,,15%,,1340,,5000,,a0W6A00000A1ThgUAF,False,,,,,BANCO BMG S.A.,PRÉ,CDB,CDB PRE 1,,,,,,0,1440,1440,1,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,8.4,8.6,0,,,Pré fixado,,,,,,5000,2023-10-09
7041,,False,2024-10-03,,,2024-10-03,15,No venc.,PRIVADO,No dia,No dia,BANCO BMG S.A.,PRE,,No dia,No dia,CDB PRE 1,,,15%,,1700,,5000,,a0W6A00000A1ThlUAF,False,,,,,BANCO BMG S.A.,PRÉ,CDB,CDB PRE 1,,,,,,0,1800,1800,1,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,8.7,8.9,0,,,Pré fixado,,,,,,5000,2024-10-03
7042,,False,2020-10-23,,,2020-10-23,20,No venc.,PRIVADO,No dia,No dia,BANCO M�XIMA S.A.,PRE,,No dia,No dia,CDB PRE,,,15%,,259,,1000,,a0W6A00000A1ThqUAF,False,,,,,BANCO M�XIMA S.A.,PRÉ,CDB,CDB PRE,,,,,,0,361,361,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,6.94,6.94,0,,,Pré fixado,,,,,,1000,2020-10-23
7043,,False,2021-10-18,,,2021-10-18,17.5,No venc.,PRIVADO,No dia,No dia,BANCO M�XIMA S.A.,PRE,,No dia,No dia,CDB PRE,,,15%,,619,,1000,,a0W6A00000A1ThvUAF,False,,,,,BANCO M�XIMA S.A.,PRÉ,CDB,CDB PRE,,,,,,0,721,721,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,7.45,7.45,0,,,Pré fixado,,,,,,1000,2021-10-18
7044,,False,2022-10-13,,,2022-10-13,15,No venc.,PRIVADO,No dia,No dia,BANCO M�XIMA S.A.,PRE,,No dia,No dia,CDB PRE,,,15%,,979,,1000,,a0W6A00000A1Ti5UAF,False,,,,,BANCO M�XIMA S.A.,PRÉ,CDB,CDB PRE,,,,,,0,1080,1080,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,8.1,8.1,0,,,Pré fixado,,,,,,1000,2022-10-13
7045,,False,2023-10-09,,,2023-10-09,15,No venc.,PRIVADO,No dia,No dia,BANCO M�XIMA S.A.,PRE,,No dia,No dia,CDB PRE,,,15%,,1340,,1000,,a0W6A00000A1TiAUAV,False,,,,,BANCO M�XIMA S.A.,PRÉ,CDB,CDB PRE,,,,,,0,1440,1440,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,8.57,8.57,0,,,Pré fixado,,,,,,1000,2023-10-09
7046,,False,2024-10-01,,,2024-10-01,15,No venc.,PRIVADO,No dia,No dia,BANCO M�XIMA S.A.,PRE,,No dia,No dia,CDB PRE,,,15%,,1698,,1000,,a0W6A00000A1TiFUAV,False,,,,,BANCO M�XIMA S.A.,PRÉ,CDB,CDB PRE,,,,,,0,1800,1800,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,8.35,8.35,0,,,Pré fixado,,,,,,1000,2024-10-01
7047,,False,2020-10-28,,,2020-10-28,20,No venc.,PRIVADO,No dia,No dia,BANCO M�XIMA S.A.,IPCA,,No dia,No dia,CDB POS 1,,,15%,,264,,1000,,a0W6A00000A1TieUAF,False,,,,,BANCO M�XIMA S.A.,+ IPCA,CDB,CDB POS 1,,,,,,0,366,366,1,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,100,100,0,,3.7,3.7,0,,,IPCA,,,,,,1000,2020-10-28
7048,,False,2021-10-28,,,2021-10-28,17.5,No venc.,PRIVADO,No dia,No dia,BANCO M�XIMA S.A.,IPCA,,No dia,No dia,CDB POS 1,,,15%,,629,,1000,,a0W6A00000A1TjDUAV,False,,,,,BANCO M�XIMA S.A.,+ IPCA,CDB,CDB POS 1,,,,,,0,731,731,1,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,100,100,0,,3.8,3.8,0,,,IPCA,,,,,,1000,2021-10-28
7049,,False,2020-10-23,,,2020-10-23,20,No venc.,PRIVADO,No dia,No dia,BANCO PAN S.A.,PRE,,No dia,No dia,CDB PRE,,,15%,,259,,5000,,a0W6A00000A1TjNUAV,False,,,,,BANCO PAN S.A.,PRÉ,CDB,CDB PRE,,,,,,0,361,361,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,6.38,6.58,0,,,Pré fixado,,,,,,5000,2020-10-23
7050,,False,2021-10-18,,,2021-10-18,17.5,No venc.,PRIVADO,No dia,No dia,BANCO PAN S.A.,IPCA,,No dia,No dia,CDB POS 1,,,15%,,619,,5000,,a0W6A00000A1TjSUAV,False,,,,,BANCO PAN S.A.,+ IPCA,CDB,CDB POS 1,,,,,,0,721,721,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,7.1,7.3,0,,,IPCA,,,,,,5000,2021-10-18
7051,,False,2021-10-18,,,2021-10-18,17.5,No venc.,PRIVADO,No dia,No dia,BANCO PAN S.A.,PRE,,No dia,No dia,CDB PRE,,,15%,,619,,5000,,a0W6A00000A1TnsUAF,False,,,,,BANCO PAN S.A.,PRÉ,CDB,CDB PRE,,,,,,0,721,721,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,7.1,7.3,0,,,Pré fixado,,,,,,5000,2021-10-18
7052,,False,2022-10-13,,,2022-10-13,15,No venc.,PRIVADO,No dia,No dia,BANCO PAN S.A.,PRE,,No dia,No dia,CDB PRE,,,15%,,979,,5000,,a0W6A00000A1TnxUAF,False,,,,,BANCO PAN S.A.,PRÉ,CDB,CDB PRE,,,,,,0,1080,1080,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,7.86,8.06,0,,,Pré fixado,,,,,,5000,2022-10-13
7053,,False,2023-10-09,,,2023-10-09,15,No venc.,PRIVADO,No dia,No dia,BANCO PAN S.A.,PRE,,No dia,No dia,CDB PRE,,,15%,,1340,,5000,,a0W6A00000A1To2UAF,False,,,,,BANCO PAN S.A.,PRÉ,CDB,CDB PRE,,,,,,0,1440,1440,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,8.39,8.59,0,,,Pré fixado,,,,,,5000,2023-10-09
7054,,False,2022-07-29,,,2022-07-29,15,No venc.,PRIVADO,No dia,No dia,BANCO PAN S.A.,IPCA,,No dia,No dia,CDB POS,,,15%,,903,,5000,,a0W6A00000A1To7UAF,False,,,,,BANCO PAN S.A.,+ IPCA,CDB,CDB POS,,,,,,0,1096,1096,1000,0,0,,,,,,,,,,,No venc.,3,,True,True,,,,,,,100,100,0,,3.89,4.09,0,,,IPCA,,,,,,5000,2022-07-29
7055,,False,2024-10-01,,,2024-10-01,15,No venc.,PRIVADO,No dia,No dia,BANCO M�XIMA S.A.,PRE,,No dia,No dia,CDB PRE,,,15%,,1698,,1000,,a0W6A00000A1TsyUAF,False,,,,,BANCO M�XIMA S.A.,PRÉ,CDB,CDB PRE,,,,,,0,1800,1800,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,9.35,9.35,0,,,Pré fixado,,,,,,1000,2024-10-01
7056,SUL AMÉRICA INVESTIMENTOS DTVM S.A,True,,17.797.493/0001-35,03.502.968/0001-04,,22.5,Qualquer dia,,No dia,30 dias corridos,,,,No dia,3 Dias úteis,,20% sobre o que exceder a 100% do CDI,Tabela regressiva que
começa em 22,5% e chega em 15% após 2 anos. Sujeito a come-cotas, antecipação
de 15%, que incidirá no último dia útil dos meses de maio e novembro de cada
ano.,Come Cotas,33 dias,,Renda Fixa,1000,a186A000005Wof7QAC,a0W6A00000A1UvkUAF,False,-0.00560237,0,PI DTVM SA,APOLLO FIM CP,,,APOLLO FIM CP,,APOLLO FIM,30,0,3,181577960.75,,,,,0,,9.21309686,0.44708672,0,0,0,0,0,15.16058,0.45271445,8.8852418281371,Qualquer dia,5,1000,False,False,Ativa,,2,0,0,,,,,,,,,Fundo Multimercado,Fechamento,,Aberto,Longo prazo,1000,1000,1000,,
7057,SUL AMÉRICA INVESTIMENTOS DTVM S.A,True,,13.001.237/0001-39,03.502.968/0001-04,,22.5,Qualquer dia,,1 Dia útil,1 dia útil,,,,No dia,2 Dias úteis,,Não,Incidirá no momento do resgate, à alíquota de 15% sobre o lucro obtido.,15%,3 dias,,Renda Variável,2500,a186A000005Wof7QAC,a0W6A00000A1YLYUA3,False,2.0610206,1,PI DTVM SA,SUL AMÉRICA FV FIA,,,SUL AMÉRICA FV FIA,,SULAMERICA FV FI,1,0,2,31132979.86,,,,,0,,43.90502631,5.20354681,143.90844873,0,0,0,0,142.23421538,3.07906603,41.1516708400815,Qualquer dia,5,2500,False,False,Ativa,,1,0,0,,,,,,,,,Fundo de Ações,Fechamento,,Aberto,Ações,2500,2500,2500,,
7058,SUL AMÉRICA INVESTIMENTOS DTVM S.A,True,,11.458.131/0001-33,03.502.968/0001-04,,22.5,Qualquer dia,,No dia,4 dias úteis,,,CDI,No dia,1 Dia útil,,20% sobre o que exceder a 100% do CDI,Tabela regressiva que
começa em 22,5% e chega em 15% após 2 anos. Sujeito a come-cotas, antecipação
de 15%, que incidirá no último dia útil dos meses de maio e novembro de cada
ano.,Come Cotas,5 dias,,Renda Fixa,5000,a186A000005Wof7QAC,a0W6A00000A1aGIUAZ,False,0.03567125,0,PI DTVM SA,SUL AMÉRICA ENDURANCE FIM,,,SUL AMÉRICA ENDURANCE FIM,,SULAMERICA ENDUR,4,0,1,122321741.57,,,,,0,,4.62827614,0.18853465,23.00411484,0,0,0,0,149.201478,0.15280889,4.54299055835183,Qualquer dia,3,2500,False,False,Ativa,,1,0,0,,,,,,,,,Fundo Multimercado,Fechamento,,Aberto,Longo prazo,2500,5000,2500,,
7059,,False,2020-10-23,,,2020-10-23,20,No venc.,PRIVADO,No dia,No dia,BANCO PINE S.A.,PRE,,No dia,No dia,CDB PRE,,,15%,,259,,5000,,a0W6A00000A3gi0UAB,False,,,,,BANCO PINE S.A.,PRÉ,CDB,CDB PRE,,,,,,0,361,361,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,6.36,6.56,0,,,Pré fixado,,,,,,5000,2020-10-23
7060,,False,2021-01-19,,,2021-01-19,20,No venc.,PRIVADO,No dia,No dia,BANCO ABC BRASIL,DI,,No dia,No dia,LCI POS,,,15%,,347,,10000,,a0W6A00000A3gi5UAB,False,,,,,BANCO ABC BRASIL,CDI,LCI,LCI POS,,,,,,0,540,540,1000,0,0,,,,,,,,,,,No venc.,1,,True,False,,,,,,,93,95,0,,0,0,0,,,CDI,,,,,,10000,2021-01-19
7061,,False,2022-04-18,,,2022-04-18,15,No venc.,PRIVADO,No dia,No dia,BANCO FIBRA S.A.,DI,,No dia,No dia,CDB POS,,,15%,,801,,10000,,a0W6A00000A3giAUAR,False,,,,,BANCO FIBRA S.A.,CDI,CDB,CDB POS,,,,,,0,914,914,1000,0,0,,,,,,,,,,,No venc.,3,,True,True,,,,,,,113.5,115.5,0,,0,0,0,,,CDI,,,,,,10000,2022-04-18
7062,,False,2022-07-29,,,2022-07-29,15,No venc.,PRIVADO,No dia,No dia,BANCO FIBRA S.A.,PRE,,No dia,No dia,CDB PRE,,,15%,,903,,10000,,a0W6A00000A3giFUAR,False,,,,,BANCO FIBRA S.A.,PRÉ,CDB,CDB PRE,,,,,,0,1096,1096,1000,0,0,,,,,,,,,,,No venc.,3,,True,True,,,,,,,0,0,0,,7.4,7.6,0,,,Pré fixado,,,,,,10000,2022-07-29
7063,,False,2021-10-18,,,2021-10-18,17.5,No venc.,PRIVADO,No dia,No dia,OMNI BANCO S.A,PRE,,No dia,No dia,CDB PRE,,,15%,,619,,10000,,a0W6A00000A3giKUAR,False,,,,,OMNI BANCO S.A,PRÉ,CDB,CDB PRE,,,,,,0,721,721,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,6.7,6.9,0,,,Pré fixado,,,,,,10000,2021-10-18
7064,,False,2019-11-26,,,2019-11-26,22.5,No venc.,PRIVADO,No dia,No dia,BANCO ABC BRASIL,DI,,No dia,No dia,LCI POS,,,15%,,-1,,10000,,a0W6A00000A3giPUAR,False,,,,,BANCO ABC BRASIL,CDI,LCI,LCI POS,,,,,,0,120,120,1000,0,0,,,,,,,,,,,No venc.,1,,True,False,,,,,,,88,90,0,,0,0,0,,,CDI,,,,,,10000,2019-11-26
7065,,False,2021-10-28,,,2021-10-28,17.5,No venc.,PRIVADO,No dia,No dia,BANCO PINE S.A.,IPCA,,No dia,No dia,CDB POS,,,15%,,629,,5000,,a0W6A00000A3giUUAR,False,,,,,BANCO PINE S.A.,+ IPCA,CDB,CDB POS,,,,,,0,731,731,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,100,100,0,,3.29,3.49,0,,,IPCA,,,,,,5000,2021-10-28
7066,,False,2022-10-14,,,2022-10-14,15,No venc.,PRIVADO,No dia,No dia,BANCO ABC BRASIL,PRE,,No dia,No dia,LCI PRE,,,15%,,980,,10000,,a0W6A00000A3giZUAR,False,,,,,BANCO ABC BRASIL,PRÉ,LCI,LCI PRE,,,,,,0,1080,1080,1000,0,0,,,,,,,,,,,No venc.,0,,True,False,,,,,,,0,0,0,,6.55,6.75,0,,,Pré fixado,,,,,,10000,2022-10-14
7067,,False,2021-10-19,,,2021-10-19,17.5,No venc.,PRIVADO,No dia,No dia,BANCO BTG PACTUAL S.A.,PRE,,No dia,No dia,LCA PRE,,,15%,,620,,1000,,a0W6A00000A3giaUAB,False,,,,,BANCO BTG PACTUAL S.A.,PRÉ,LCA,LCA PRE,,,,,,0,720,720,1000,0,0,,,,,,,,,,,No venc.,0,,True,False,,,,,,,0,0,0,,6.02,6.22,0,,,Pré fixado,,,,,,1000,2021-10-19
7068,,False,2021-10-18,,,2021-10-18,17.5,No venc.,PRIVADO,No dia,No dia,BANCO FIBRA S.A.,DI,,No dia,No dia,CDB POS,,,15%,,619,,10000,,a0W6A00000A3gieUAB,False,,,,,BANCO FIBRA S.A.,CDI,CDB,CDB POS,,,,,,0,731,731,1000,0,0,,,,,,,,,,,No venc.,3,,True,True,,,,,,,113,115.5,0,,0,0,0,,,CDI,,,,,,10000,2021-10-18
7069,,False,2021-10-18,,,2021-10-28,17.5,A partir de 721 dias,PRIVADO,No dia,No dia,BANCO PINE S.A.,PRE,,No dia,No dia,CDB PRE,,,15%,,629,,5000,,a0W6A00000A3gijUAB,False,,,,,BANCO PINE S.A.,PRÉ,CDB,CDB PRE,,,,,,0,721,731,1000,0,0,,,,,,,,,,,Com carência,0,,True,True,,,,,,,0,0,0,,7.28,7.48,0,,,Pré fixado,,,,,,5000,2021-10-28
7070,,False,2022-10-13,,,2022-10-13,15,No venc.,PRIVADO,No dia,No dia,BANCO PINE S.A.,PRE,,No dia,No dia,CDB PRE,,,15%,,979,,5000,,a0W6A00000A3gioUAB,False,,,,,BANCO PINE S.A.,PRÉ,CDB,CDB PRE,,,,,,0,1080,1080,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,8.04,8.24,0,,,Pré fixado,,,,,,5000,2022-10-13
7071,,False,2022-10-17,,,2022-10-17,15,No venc.,PRIVADO,No dia,No dia,BANCO FIBRA S.A.,DI,,No dia,No dia,CDB POS,,,15%,,983,,10000,,a0W6A00000A3gitUAB,False,,,,,BANCO FIBRA S.A.,CDI,CDB,CDB POS,,,,,,0,1096,1096,1000,0,0,,,,,,,,,,,No venc.,3,,True,True,,,,,,,115.5,117.5,0,,0,0,0,,,CDI,,,,,,10000,2022-10-17
7072,,False,2024-12-02,,,2024-12-02,15,No venc.,PRIVADO,No dia,No dia,BANCO BMG S.A.,IPCA,,No dia,No dia,CDB POS 1,,,15%,,1760,,5000,,a0W6A00000A3giyUAB,False,,,,,BANCO BMG S.A.,+ IPCA,CDB,CDB POS 1,,,,,,0,1862,1862,1,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,100,100,0,,4.38,4.58,0,,,IPCA,,,,,,5000,2024-12-02
7073,,False,2019-10-28,,,2019-10-28,22.5,No venc.,PRIVADO,No dia,No dia,BANCO ABC BRASIL,DI,,No dia,No dia,LCI POS,,,15%,,-1,,10000,,a0W6A00000A3gj3UAB,False,,,,,BANCO ABC BRASIL,CDI,LCI,LCI POS,,,,,,0,90,90,1000,0,0,,,,,,,,,,,No venc.,1,,True,False,,,,,,,87,89,0,,0,0,0,,,CDI,,,,,,10000,2019-10-28
7074,,False,2020-10-28,,,2020-10-28,20,No venc.,PRIVADO,No dia,No dia,BANCO PINE S.A.,IPCA,,No dia,No dia,CDB POS,,,15%,,264,,5000,,a0W6A00000A3gj8UAB,False,,,,,BANCO PINE S.A.,+ IPCA,CDB,CDB POS,,,,,,0,366,366,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,100,100,0,,2.54,2.74,0,,,IPCA,,,,,,5000,2020-10-28
7075,,False,2021-10-18,,,2021-10-18,17.5,No venc.,PRIVADO,No dia,No dia,BANCO ORIGINAL S.A,PRE,,No dia,No dia,CDB PRE,,,15%,,619,,1000,,a0W6A00000A3gjDUAR,False,,,,,BANCO ORIGINAL S.A,PRÉ,CDB,CDB PRE,,,,,,0,721,721,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,7.28,7.48,0,,,Pré fixado,,,,,,1000,2021-10-18
7076,,False,2021-10-18,,,2021-10-18,17.5,No venc.,PRIVADO,No dia,No dia,BANCO PINE S.A.,PRE,,No dia,No dia,CDB PRE,,,15%,,619,,5000,,a0W6A00000A3gjIUAR,False,,,,,BANCO PINE S.A.,PRÉ,CDB,CDB PRE,,,,,,0,721,721,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,7.28,7.48,0,,,Pré fixado,,,,,,5000,2021-10-18
7077,,False,2020-10-23,,,2020-10-23,20,No venc.,PRIVADO,No dia,No dia,OMNI BANCO S.A,PRE,,No dia,No dia,CDB PRE,,,15%,,259,,10000,,a0W6A00000A3gjNUAR,False,,,,,OMNI BANCO S.A,PRÉ,CDB,CDB PRE,,,,,,0,361,361,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,6.25,6.45,0,,,Pré fixado,,,,,,10000,2020-10-23
7078,,False,2020-04-27,,,2020-04-27,22.5,No venc.,PRIVADO,No dia,No dia,BANCO ORIGINAL S.A,PRE,,No dia,No dia,LCA PRE,,,15%,,80,,1000,,a0W6A00000A3gjSUAR,False,,,,,BANCO ORIGINAL S.A,PRÉ,LCA,LCA PRE,,,,,,0,180,180,1000,0,0,,,,,,,,,,,No venc.,0,,True,False,,,,,,,0,0,0,,5.78,5.98,0,,,Pré fixado,,,,,,1000,2020-04-27
7079,,False,2020-07-23,,,2020-07-23,22.5,No venc.,PRIVADO,No dia,No dia,BANCO ABC BRASIL,DI,,No dia,No dia,LCI POS,,,15%,,167,,10000,,a0W6A00000A3gjXUAR,False,,,,,BANCO ABC BRASIL,CDI,LCI,LCI POS,,,,,,0,360,360,1000,0,0,,,,,,,,,,,No venc.,1,,True,False,,,,,,,92,94,0,,0,0,0,,,CDI,,,,,,10000,2020-07-23
7080,,False,2025-09-26,,,2025-09-26,15,No venc.,PRIVADO,No dia,No dia,BANCO DAYCOVAL,PRE,,No dia,No dia,CDB PRE,,,15%,,2058,,20000,,a0W6A00000A3gjcUAB,False,,,,,BANCO DAYCOVAL,PRÉ,CDB,CDB PRE,,,,,,0,2160,2160,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,8.04,8.24,0,,,Pré fixado,,,,,,20000,2025-09-26
7081,,False,2021-10-18,,,2021-10-18,17.5,No venc.,PRIVADO,No dia,No dia,BANCO AGIBANK S.A.,PRE,,No dia,No dia,CDB PRE,,,15%,,619,,1000,,a0W6A00000A3gjhUAB,False,,,,,BANCO AGIBANK S.A.,PRÉ,CDB,CDB PRE,,,,,,0,721,721,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,7.07,7.27,0,,,Pré fixado,,,,,,1000,2021-10-18
7082,,False,2025-10-28,,,2025-10-28,15,No venc.,PRIVADO,No dia,No dia,BANCO FIBRA S.A.,PRE,,No dia,No dia,CDB PRE,,,15%,,2090,,10000,,a0W6A00000A3gjmUAB,False,,,,,BANCO FIBRA S.A.,PRÉ,CDB,CDB PRE,,,,,,0,2192,2192,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,8.5,8.7,0,,,Pré fixado,,,,,,10000,2025-10-28
7083,,False,2023-07-31,,,2023-07-31,15,No venc.,PRIVADO,No dia,No dia,BANCO FIBRA S.A.,PRE,,No dia,No dia,CDB PRE,,,15%,,1270,,10000,,a0W6A00000A3gjrUAB,False,,,,,BANCO FIBRA S.A.,PRÉ,CDB,CDB PRE,,,,,,0,1461,1461,1000,0,0,,,,,,,,,,,No venc.,4,,True,True,,,,,,,0,0,0,,7.9,8.1,0,,,Pré fixado,,,,,,10000,2023-07-31
7084,,False,2020-04-27,,,2020-04-27,22.5,No venc.,PRIVADO,No dia,No dia,OMNI BANCO S.A,PRE,,No dia,No dia,CDB PRE,,,15%,,80,,10000,,a0W6A00000A3gjwUAB,False,,,,,OMNI BANCO S.A,PRÉ,CDB,CDB PRE,,,,,,0,181,181,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,6.14,6.34,0,,,Pré fixado,,,,,,10000,2020-04-27
7085,,False,2021-11-03,,,2021-11-03,17.5,No venc.,PRIVADO,No dia,No dia,BANCO BMG S.A.,IPCA,,No dia,No dia,CDB POS 1,,,15%,,635,,5000,,a0W6A00000A3gk1UAB,False,,,,,BANCO BMG S.A.,+ IPCA,CDB,CDB POS 1,,,,,,0,736,736,1,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,100,100,0,,3.23,3.43,0,,,IPCA,,,,,,5000,2021-11-03
7086,,False,2021-10-20,,,2021-10-20,17.5,No venc.,PRIVADO,No dia,No dia,BANCO BMG S.A.,PRE,,No dia,No dia,CDB PRE 1,,,15%,,621,,5000,,a0W6A00000A3gk6UAB,False,,,,,BANCO BMG S.A.,PRÉ,CDB,CDB PRE 1,,,,,,0,721,721,1,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,6.97,7.17,0,,,Pré fixado,,,,,,5000,2021-10-20
7087,,False,2022-11-03,,,2022-11-03,15,No venc.,PRIVADO,No dia,No dia,BANCO BMG S.A.,IPCA,,No dia,No dia,CDB POS 1,,,15%,,1000,,5000,,a0W6A00000A3gkBUAR,False,,,,,BANCO BMG S.A.,+ IPCA,CDB,CDB POS 1,,,,,,0,1101,1101,1,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,100,100,0,,3.81,4.01,0,,,IPCA,,,,,,5000,2022-11-03
7088,,False,2021-10-19,,,2021-10-19,17.5,No venc.,PRIVADO,No dia,No dia,BANCO ABC BRASIL,PRE,,No dia,No dia,LCI PRE,,,15%,,620,,10000,,a0W6A00000A3gkGUAR,False,,,,,BANCO ABC BRASIL,PRÉ,LCI,LCI PRE,,,,,,0,720,720,1000,0,0,,,,,,,,,,,No venc.,0,,True,False,,,,,,,0,0,0,,5.95,6.15,0,,,Pré fixado,,,,,,10000,2021-10-19
7089,,False,2022-10-28,,,2022-10-28,15,No venc.,PRIVADO,No dia,No dia,BANCO PINE S.A.,IPCA,,No dia,No dia,CDB POS,,,15%,,994,,5000,,a0W6A00000A3gkLUAR,False,,,,,BANCO PINE S.A.,+ IPCA,CDB,CDB POS,,,,,,0,1096,1096,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,100,100,0,,3.8,4,0,,,IPCA,,,,,,5000,2022-10-28
7090,,False,2020-10-26,,,2020-10-26,20,No venc.,PRIVADO,No dia,No dia,BANCO BMG S.A.,PRE,,No dia,No dia,CDB PRE 1,,,15%,,262,,5000,,a0W6A00000A3gkQUAR,False,,,,,BANCO BMG S.A.,PRÉ,CDB,CDB PRE 1,,,,,,0,361,361,1,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,6.39,6.59,0,,,Pré fixado,,,,,,5000,2020-10-26
